LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	lab
Date	2014/01/09
Time	09:12:55,59375
***End_of_Header***	
	
Notes	X values guaranteed valid only for Untitled										
Channels	10										
Samples	1	1	1	1	1	1	1	1	1	1	
Date	2014/01/09	2014/01/09	2014/01/09	2014/01/09	2014/01/09	2014/01/09	2014/01/09	2014/01/09	2014/01/09	2014/01/09	
Time	09:12:56,015625	09:12:56,015625	09:12:56,015625	09:12:56,015625	09:12:56,015625	09:12:56,015625	09:12:56,015625	09:12:56,015625	09:12:56,015625	09:12:56,015625	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	
Delta_X	1,000000	1,000000	1,000000	1,000000	1,000000	1,000000	1,000000	1,000000	1,000000	1,000000	
***End_of_Header***											
X_Value	Untitled	pH (V)	DO (V)	NOx (V)	pH	pH Filt	DO	DO Filt	NOx	NOx Filt	Comment
0,000000	6,430206	6,430206	5,074005	4,740143	8,660769	-0,824835	8,709185	-0,829446	10,463669	-0,996540
0,859375	6,428223	6,428223	5,072021	4,786224	8,657017	0,412775	8,703826	0,415234	10,614000	0,483953
1,718750	6,427155	6,427155	5,070648	4,824219	8,654997	2,886937	8,700115	2,903160	10,737948	3,483244
2,718750	6,426239	6,426239	5,070648	4,857025	8,653266	5,772664	8,700115	5,804160	10,844972	7,021599
3,734375	6,427460	6,427460	5,070648	4,884796	8,655574	8,244874	8,700115	8,289652	10,935569	10,103404
4,734375	6,426544	6,426544	5,071411	4,908295	8,653843	9,480382	8,702177	9,530857	11,012228	11,718701
5,718750	6,426392	6,426392	5,070343	4,928589	8,653554	8,654296	8,699291	8,700155	11,078433	10,845256
6,718750	6,427002	6,427002	5,068817	4,945831	8,654709	8,653994	8,695168	8,700704	11,134682	10,935427
7,718750	6,425781	6,425781	5,070190	4,961548	8,652400	8,654324	8,698879	8,699978	11,185954	11,012417
8,718750	6,427460	6,427460	5,069580	4,973602	8,655574	8,653925	8,697230	8,699114	11,225279	11,078788
9,718750	6,426697	6,426697	5,072174	4,988251	8,654131	8,653692	8,704238	8,697367	11,273067	11,134493	0,162371	-312,674895
10,718750	6,428833	6,428833	5,070953	4,995880	8,658171	8,653692	8,700940	8,697661	11,297956	11,185504	0,105374	-302,420189
11,718750	6,427002	6,427002	5,070038	5,021667	8,654709	8,654777	8,698466	8,699625	11,382081	11,224189	0,059367	-208,672729
12,734375	6,427765	6,427765	5,072937	5,024109	8,656151	8,655286	8,706299	8,700371	11,390046	11,271692	-0,222625	-104,263570
13,718750	6,426849	6,426849	5,069733	5,026703	8,654420	8,656275	8,697642	8,701922	11,398508	11,318744	0,089050	-14,841689
14,718750	6,428223	6,428223	5,068207	5,029602	8,657017	8,655684	8,693519	8,702707	11,407966	11,359562	0,311675	29,813419
15,718750	6,427002	6,427002	5,069733	5,032043	8,654709	8,655986	8,697642	8,700017	11,415931	11,388268	0,059367	0,004947
16,718750	6,426849	6,426849	5,067139	5,034790	8,654420	8,655382	8,690633	8,699409	11,424891	11,405999	0,163259	0,046645
17,718750	6,426086	6,426086	5,067444	5,036469	8,652977	8,655725	8,691458	8,697014	11,430366	11,407729	0,267150	0,106719
18,718750	6,427460	6,427460	5,067596	5,036926	8,655574	8,654777	8,691870	8,693303	11,431860	11,416737	0,192942	0,209197
19,734375	6,428833	6,428833	5,069885	5,037689	8,658171	8,654269	8,698054	8,692086	11,434349	11,424085	0,222625	0,190115
20,718750	6,427917	6,427917	5,067139	5,037689	8,656440	8,654406	8,690633	8,693048	11,434349	11,429489	0,371042	0,166086
21,734375	6,428375	6,428375	5,069580	5,038910	8,657306	8,655451	8,697230	8,692106	11,438331	11,432405	0,044525	0,270684
22,718750	6,428070	6,428070	5,067444	5,038605	8,656729	8,656564	8,691458	8,694442	11,437335	11,434254	0,534301	0,213438
23,718750	6,427917	6,427917	5,068512	5,039215	8,656440	8,657429	8,694344	8,694501	11,439326	11,435463	0,118734	0,267150
24,718750	6,428833	6,428833	5,069427	5,039215	8,658171	8,656976	8,696817	8,693951	11,439326	11,437003	-0,118734	0,315209
25,718750	6,429291	6,429291	5,068817	5,038300	8,659037	8,656619	8,695168	8,693598	11,436340	11,438426	0,089050	0,231106
26,718750	6,428223	6,428223	5,067902	5,039062	8,657017	8,657457	8,692695	8,695266	11,438829	11,438710	-0,074208	0,149124
